## Created Pattern      N   immr  imms
-- ----------------     -   ----  ----
01 00ffffffffffffff --  1    00    37
01 0100000000000000 --  1    08    00
02 0100000001000000 --  0    08    00
02 0100000001000000 --  0    28    00
04 0100010001000100 --  0    08    20
04 0100010001000100 --  0    18    20
04 0100010001000100 --  0    28    20
04 0100010001000100 --  0    38    20
08 0101010101010101 --  0    00    30
08 0101010101010101 --  0    08    30
08 0101010101010101 --  0    10    30
08 0101010101010101 --  0    18    30
08 0101010101010101 --  0    20    30
08 0101010101010101 --  0    28    30
08 0101010101010101 --  0    30    30
08 0101010101010101 --  0    38    30
01 0180000000000000 --  1    09    01
02 0180000001800000 --  0    09    01
02 0180000001800000 --  0    29    01
04 0180018001800180 --  0    09    21
04 0180018001800180 --  0    19    21
04 0180018001800180 --  0    29    21
04 0180018001800180 --  0    39    21
01 01c0000000000000 --  1    0a    02
02 01c0000001c00000 --  0    0a    02
02 01c0000001c00000 --  0    2a    02
04 01c001c001c001c0 --  0    0a    22
04 01c001c001c001c0 --  0    1a    22
04 01c001c001c001c0 --  0    2a    22
04 01c001c001c001c0 --  0    3a    22
01 01e0000000000000 --  1    0b    03
02 01e0000001e00000 --  0    0b    03
02 01e0000001e00000 --  0    2b    03
04 01e001e001e001e0 --  0    0b    23
04 01e001e001e001e0 --  0    1b    23
04 01e001e001e001e0 --  0    2b    23
04 01e001e001e001e0 --  0    3b    23
01 01f0000000000000 --  1    0c    04
02 01f0000001f00000 --  0    0c    04
02 01f0000001f00000 --  0    2c    04
04 01f001f001f001f0 --  0    0c    24
04 01f001f001f001f0 --  0    1c    24
04 01f001f001f001f0 --  0    2c    24
04 01f001f001f001f0 --  0    3c    24
01 01f8000000000000 --  1    0d    05
02 01f8000001f80000 --  0    0d    05
02 01f8000001f80000 --  0    2d    05
04 01f801f801f801f8 --  0    0d    25
04 01f801f801f801f8 --  0    1d    25
04 01f801f801f801f8 --  0    2d    25
04 01f801f801f801f8 --  0    3d    25
01 01fc000000000000 --  1    0e    06
02 01fc000001fc0000 --  0    0e    06
02 01fc000001fc0000 --  0    2e    06
04 01fc01fc01fc01fc --  0    0e    26
04 01fc01fc01fc01fc --  0    1e    26
04 01fc01fc01fc01fc --  0    2e    26
04 01fc01fc01fc01fc --  0    3e    26
01 01fe000000000000 --  1    0f    07
02 01fe000001fe0000 --  0    0f    07
02 01fe000001fe0000 --  0    2f    07
04 01fe01fe01fe01fe --  0    0f    27
04 01fe01fe01fe01fe --  0    1f    27
04 01fe01fe01fe01fe --  0    2f    27
04 01fe01fe01fe01fe --  0    3f    27
01 01ff000000000000 --  1    10    08
02 01ff000001ff0000 --  0    10    08
02 01ff000001ff0000 --  0    30    08
04 01ff01ff01ff01ff --  0    00    28
04 01ff01ff01ff01ff --  0    10    28
04 01ff01ff01ff01ff --  0    20    28
04 01ff01ff01ff01ff --  0    30    28
01 01ff800000000000 --  1    11    09
02 01ff800001ff8000 --  0    11    09
02 01ff800001ff8000 --  0    31    09
01 01ffc00000000000 --  1    12    0a
02 01ffc00001ffc000 --  0    12    0a
02 01ffc00001ffc000 --  0    32    0a
01 01ffe00000000000 --  1    13    0b
02 01ffe00001ffe000 --  0    13    0b
02 01ffe00001ffe000 --  0    33    0b
01 01fff00000000000 --  1    14    0c
02 01fff00001fff000 --  0    14    0c
02 01fff00001fff000 --  0    34    0c
01 01fff80000000000 --  1    15    0d
02 01fff80001fff800 --  0    15    0d
02 01fff80001fff800 --  0    35    0d
01 01fffc0000000000 --  1    16    0e
02 01fffc0001fffc00 --  0    16    0e
02 01fffc0001fffc00 --  0    36    0e
01 01fffe0000000000 --  1    17    0f
02 01fffe0001fffe00 --  0    17    0f
02 01fffe0001fffe00 --  0    37    0f
01 01ffff0000000000 --  1    18    10
02 01ffff0001ffff00 --  0    18    10
02 01ffff0001ffff00 --  0    38    10
01 01ffff8000000000 --  1    19    11
02 01ffff8001ffff80 --  0    19    11
02 01ffff8001ffff80 --  0    39    11
01 01ffffc000000000 --  1    1a    12
02 01ffffc001ffffc0 --  0    1a    12
02 01ffffc001ffffc0 --  0    3a    12
01 01ffffe000000000 --  1    1b    13
02 01ffffe001ffffe0 --  0    1b    13
02 01ffffe001ffffe0 --  0    3b    13
01 01fffff000000000 --  1    1c    14
02 01fffff001fffff0 --  0    1c    14
02 01fffff001fffff0 --  0    3c    14
01 01fffff800000000 --  1    1d    15
02 01fffff801fffff8 --  0    1d    15
02 01fffff801fffff8 --  0    3d    15
01 01fffffc00000000 --  1    1e    16
02 01fffffc01fffffc --  0    1e    16
02 01fffffc01fffffc --  0    3e    16
01 01fffffe00000000 --  1    1f    17
02 01fffffe01fffffe --  0    1f    17
02 01fffffe01fffffe --  0    3f    17
01 01ffffff00000000 --  1    20    18
02 01ffffff01ffffff --  0    00    18
02 01ffffff01ffffff --  0    20    18
01 01ffffff80000000 --  1    21    19
01 01ffffffc0000000 --  1    22    1a
01 01ffffffe0000000 --  1    23    1b
01 01fffffff0000000 --  1    24    1c
01 01fffffff8000000 --  1    25    1d
01 01fffffffc000000 --  1    26    1e
01 01fffffffe000000 --  1    27    1f
01 01ffffffff000000 --  1    28    20
01 01ffffffff800000 --  1    29    21
01 01ffffffffc00000 --  1    2a    22
01 01ffffffffe00000 --  1    2b    23
01 01fffffffff00000 --  1    2c    24
01 01fffffffff80000 --  1    2d    25
01 01fffffffffc0000 --  1    2e    26
01 01fffffffffe0000 --  1    2f    27
01 01ffffffffff0000 --  1    30    28
01 01ffffffffff8000 --  1    31    29
01 01ffffffffffc000 --  1    32    2a
01 01ffffffffffe000 --  1    33    2b
01 01fffffffffff000 --  1    34    2c
01 01fffffffffff800 --  1    35    2d
01 01fffffffffffc00 --  1    36    2e
01 01fffffffffffe00 --  1    37    2f
01 01ffffffffffff00 --  1    38    30
01 01ffffffffffff80 --  1    39    31
01 01ffffffffffffc0 --  1    3a    32
01 01ffffffffffffe0 --  1    3b    33
01 01fffffffffffff0 --  1    3c    34
01 01fffffffffffff8 --  1    3d    35
01 01fffffffffffffc --  1    3e    36
01 01fffffffffffffe --  1    3f    37
01 01ffffffffffffff --  1    00    38
01 0200000000000000 --  1    07    00
02 0200000002000000 --  0    07    00
02 0200000002000000 --  0    27    00
04 0200020002000200 --  0    07    20
04 0200020002000200 --  0    17    20
04 0200020002000200 --  0    27    20
04 0200020002000200 --  0    37    20
08 0202020202020202 --  0    07    30
08 0202020202020202 --  0    0f    30
08 0202020202020202 --  0    17    30
08 0202020202020202 --  0    1f    30
08 0202020202020202 --  0    27    30
08 0202020202020202 --  0    2f    30
08 0202020202020202 --  0    37    30
08 0202020202020202 --  0    3f    30
01 0300000000000000 --  1    08    01
02 0300000003000000 --  0    08    01
02 0300000003000000 --  0    28    01
04 0300030003000300 --  0    08    21
04 0300030003000300 --  0    18    21
04 0300030003000300 --  0    28    21
04 0300030003000300 --  0    38    21
08 0303030303030303 --  0    00    31
08 0303030303030303 --  0    08    31
08 0303030303030303 --  0    10    31
08 0303030303030303 --  0    18    31
08 0303030303030303 --  0    20    31
08 0303030303030303 --  0    28    31
08 0303030303030303 --  0    30    31
08 0303030303030303 --  0    38    31
01 0380000000000000 --  1    09    02
02 0380000003800000 --  0    09    02
02 0380000003800000 --  0    29    02
04 0380038003800380 --  0    09    22
04 0380038003800380 --  0    19    22
04 0380038003800380 --  0    29    22
04 0380038003800380 --  0    39    22
01 03c0000000000000 --  1    0a    03
02 03c0000003c00000 --  0    0a    03
02 03c0000003c00000 --  0    2a    03
04 03c003c003c003c0 --  0    0a    23
04 03c003c003c003c0 --  0    1a    23
04 03c003c003c003c0 --  0    2a    23
04 03c003c003c003c0 --  0    3a    23
01 03e0000000000000 --  1    0b    04
02 03e0000003e00000 --  0    0b    04
02 03e0000003e00000 --  0    2b    04
04 03e003e003e003e0 --  0    0b    24
04 03e003e003e003e0 --  0    1b    24
04 03e003e003e003e0 --  0    2b    24
04 03e003e003e003e0 --  0    3b    24
01 03f0000000000000 --  1    0c    05
02 03f0000003f00000 --  0    0c    05
02 03f0000003f00000 --  0    2c    05
04 03f003f003f003f0 --  0    0c    25
04 03f003f003f003f0 --  0    1c    25
04 03f003f003f003f0 --  0    2c    25
04 03f003f003f003f0 --  0    3c    25
01 03f8000000000000 --  1    0d    06
02 03f8000003f80000 --  0    0d    06
02 03f8000003f80000 --  0    2d    06
04 03f803f803f803f8 --  0    0d    26
04 03f803f803f803f8 --  0    1d    26
04 03f803f803f803f8 --  0    2d    26
04 03f803f803f803f8 --  0    3d    26
01 03fc000000000000 --  1    0e    07
02 03fc000003fc0000 --  0    0e    07
02 03fc000003fc0000 --  0    2e    07
04 03fc03fc03fc03fc --  0    0e    27
04 03fc03fc03fc03fc --  0    1e    27
04 03fc03fc03fc03fc --  0    2e    27
04 03fc03fc03fc03fc --  0    3e    27
01 03fe000000000000 --  1    0f    08
02 03fe000003fe0000 --  0    0f    08
02 03fe000003fe0000 --  0    2f    08
04 03fe03fe03fe03fe --  0    0f    28
04 03fe03fe03fe03fe --  0    1f    28
04 03fe03fe03fe03fe --  0    2f    28
04 03fe03fe03fe03fe --  0    3f    28
01 03ff000000000000 --  1    10    09
02 03ff000003ff0000 --  0    10    09
02 03ff000003ff0000 --  0    30    09
04 03ff03ff03ff03ff --  0    00    29
04 03ff03ff03ff03ff --  0    10    29
04 03ff03ff03ff03ff --  0    20    29
04 03ff03ff03ff03ff --  0    30    29
01 03ff800000000000 --  1    11    0a
02 03ff800003ff8000 --  0    11    0a
02 03ff800003ff8000 --  0    31    0a
01 03ffc00000000000 --  1    12    0b
02 03ffc00003ffc000 --  0    12    0b
02 03ffc00003ffc000 --  0    32    0b
01 03ffe00000000000 --  1    13    0c
02 03ffe00003ffe000 --  0    13    0c
02 03ffe00003ffe000 --  0    33    0c
01 03fff00000000000 --  1    14    0d
02 03fff00003fff000 --  0    14    0d
02 03fff00003fff000 --  0    34    0d
01 03fff80000000000 --  1    15    0e
02 03fff80003fff800 --  0    15    0e
02 03fff80003fff800 --  0    35    0e
01 03fffc0000000000 --  1    16    0f
02 03fffc0003fffc00 --  0    16    0f
02 03fffc0003fffc00 --  0    36    0f
01 03fffe0000000000 --  1    17    10
02 03fffe0003fffe00 --  0    17    10
02 03fffe0003fffe00 --  0    37    10
01 03ffff0000000000 --  1    18    11
02 03ffff0003ffff00 --  0    18    11
02 03ffff0003ffff00 --  0    38    11
01 03ffff8000000000 --  1    19    12
02 03ffff8003ffff80 --  0    19    12
02 03ffff8003ffff80 --  0    39    12
01 03ffffc000000000 --  1    1a    13
02 03ffffc003ffffc0 --  0    1a    13
02 03ffffc003ffffc0 --  0    3a    13
01 03ffffe000000000 --  1    1b    14
02 03ffffe003ffffe0 --  0    1b    14
02 03ffffe003ffffe0 --  0    3b    14
01 03fffff000000000 --  1    1c    15
02 03fffff003fffff0 --  0    1c    15
02 03fffff003fffff0 --  0    3c    15
01 03fffff800000000 --  1    1d    16
02 03fffff803fffff8 --  0    1d    16
02 03fffff803fffff8 --  0    3d    16
01 03fffffc00000000 --  1    1e    17
02 03fffffc03fffffc --  0    1e    17
02 03fffffc03fffffc --  0    3e    17
01 03fffffe00000000 --  1    1f    18
02 03fffffe03fffffe --  0    1f    18
02 03fffffe03fffffe --  0    3f    18
01 03ffffff00000000 --  1    20    19
02 03ffffff03ffffff --  0    00    19
02 03ffffff03ffffff --  0    20    19
01 03ffffff80000000 --  1    21    1a
01 03ffffffc0000000 --  1    22    1b
01 03ffffffe0000000 --  1    23    1c
01 03fffffff0000000 --  1    24    1d
01 03fffffff8000000 --  1    25    1e
01 03fffffffc000000 --  1    26    1f
01 03fffffffe000000 --  1    27    20
01 03ffffffff000000 --  1    28    21
01 03ffffffff800000 --  1    29    22
01 03ffffffffc00000 --  1    2a    23
01 03ffffffffe00000 --  1    2b    24
01 03fffffffff00000 --  1    2c    25
01 03fffffffff80000 --  1    2d    26
01 03fffffffffc0000 --  1    2e    27
01 03fffffffffe0000 --  1    2f    28
01 03ffffffffff0000 --  1    30    29
01 03ffffffffff8000 --  1    31    2a
01 03ffffffffffc000 --  1    32    2b
01 03ffffffffffe000 --  1    33    2c
01 03fffffffffff000 --  1    34    2d
01 03fffffffffff800 --  1    35    2e
01 03fffffffffffc00 --  1    36    2f
01 03fffffffffffe00 --  1    37    30
01 03ffffffffffff00 --  1    38    31
01 03ffffffffffff80 --  1    39    32
01 03ffffffffffffc0 --  1    3a    33
01 03ffffffffffffe0 --  1    3b    34
01 03fffffffffffff0 --  1    3c    35
01 03fffffffffffff8 --  1    3d    36
01 03fffffffffffffc --  1    3e    37
01 03fffffffffffffe --  1    3f    38
01 03ffffffffffffff --  1    00    39
01 0400000000000000 --  1    06    00
02 0400000004000000 --  0    06    00
02 0400000004000000 --  0    26    00
04 0400040004000400 --  0    06    20
04 0400040004000400 --  0    16    20
04 0400040004000400 --  0    26    20
04 0400040004000400 --  0    36    20
08 0404040404040404 --  0    06    30
08 0404040404040404 --  0    0e    30
08 0404040404040404 --  0    16    30
08 0404040404040404 --  0    1e    30
08 0404040404040404 --  0    26    30
08 0404040404040404 --  0    2e    30
08 0404040404040404 --  0    36    30
08 0404040404040404 --  0    3e    30
01 0600000000000000 --  1    07    01
02 0600000006000000 --  0    07    01
02 0600000006000000 --  0    27    01
04 0600060006000600 --  0    07    21
04 0600060006000600 --  0    17    21
04 0600060006000600 --  0    27    21
04 0600060006000600 --  0    37    21
08 0606060606060606 --  0    07    31
08 0606060606060606 --  0    0f    31
08 0606060606060606 --  0    17    31
08 0606060606060606 --  0    1f    31
08 0606060606060606 --  0    27    31
08 0606060606060606 --  0    2f    31
08 0606060606060606 --  0    37    31
08 0606060606060606 --  0    3f    31
01 0700000000000000 --  1    08    02
02 0700000007000000 --  0    08    02
02 0700000007000000 --  0    28    02
04 0700070007000700 --  0    08    22
04 0700070007000700 --  0    18    22
04 0700070007000700 --  0    28    22
04 0700070007000700 --  0    38    22
08 0707070707070707 --  0    00    32
08 0707070707070707 --  0    08    32
08 0707070707070707 --  0    10    32
08 0707070707070707 --  0    18    32
08 0707070707070707 --  0    20    32
08 0707070707070707 --  0    28    32
08 0707070707070707 --  0    30    32
08 0707070707070707 --  0    38    32
01 0780000000000000 --  1    09    03
02 0780000007800000 --  0    09    03
02 0780000007800000 --  0    29    03
04 0780078007800780 --  0    09    23
04 0780078007800780 --  0    19    23
04 0780078007800780 --  0    29    23
04 0780078007800780 --  0    39    23
01 07c0000000000000 --  1    0a    04
02 07c0000007c00000 --  0    0a    04
02 07c0000007c00000 --  0    2a    04
04 07c007c007c007c0 --  0    0a    24
04 07c007c007c007c0 --  0    1a    24
04 07c007c007c007c0 --  0    2a    24
04 07c007c007c007c0 --  0    3a    24
01 07e0000000000000 --  1    0b    05
02 07e0000007e00000 --  0    0b    05
02 07e0000007e00000 --  0    2b    05
04 07e007e007e007e0 --  0    0b    25
04 07e007e007e007e0 --  0    1b    25
04 07e007e007e007e0 --  0    2b    25
04 07e007e007e007e0 --  0    3b    25
01 07f0000000000000 --  1    0c    06
02 07f0000007f00000 --  0    0c    06
02 07f0000007f00000 --  0    2c    06
04 07f007f007f007f0 --  0    0c    26
04 07f007f007f007f0 --  0    1c    26
04 07f007f007f007f0 --  0    2c    26
04 07f007f007f007f0 --  0    3c    26
01 07f8000000000000 --  1    0d    07
02 07f8000007f80000 --  0    0d    07
02 07f8000007f80000 --  0    2d    07
04 07f807f807f807f8 --  0    0d    27
04 07f807f807f807f8 --  0    1d    27
04 07f807f807f807f8 --  0    2d    27
04 07f807f807f807f8 --  0    3d    27
01 07fc000000000000 --  1    0e    08
02 07fc000007fc0000 --  0    0e    08
02 07fc000007fc0000 --  0    2e    08
04 07fc07fc07fc07fc --  0    0e    28
04 07fc07fc07fc07fc --  0    1e    28
04 07fc07fc07fc07fc --  0    2e    28
04 07fc07fc07fc07fc --  0    3e    28
01 07fe000000000000 --  1    0f    09
02 07fe000007fe0000 --  0    0f    09
02 07fe000007fe0000 --  0    2f    09
04 07fe07fe07fe07fe --  0    0f    29
04 07fe07fe07fe07fe --  0    1f    29
04 07fe07fe07fe07fe --  0    2f    29
04 07fe07fe07fe07fe --  0    3f    29
01 07ff000000000000 --  1    10    0a
02 07ff000007ff0000 --  0    10    0a
02 07ff000007ff0000 --  0    30    0a
04 07ff07ff07ff07ff --  0    00    2a
04 07ff07ff07ff07ff --  0    10    2a
04 07ff07ff07ff07ff --  0    20    2a
04 07ff07ff07ff07ff --  0    30    2a
01 07ff800000000000 --  1    11    0b
02 07ff800007ff8000 --  0    11    0b
02 07ff800007ff8000 --  0    31    0b
01 07ffc00000000000 --  1    12    0c
02 07ffc00007ffc000 --  0    12    0c
02 07ffc00007ffc000 --  0    32    0c
01 07ffe00000000000 --  1    13    0d
02 07ffe00007ffe000 --  0    13    0d
02 07ffe00007ffe000 --  0    33    0d
01 07fff00000000000 --  1    14    0e
02 07fff00007fff000 --  0    14    0e
02 07fff00007fff000 --  0    34    0e
01 07fff80000000000 --  1    15    0f
02 07fff80007fff800 --  0    15    0f
02 07fff80007fff800 --  0    35    0f
01 07fffc0000000000 --  1    16    10
02 07fffc0007fffc00 --  0    16    10
02 07fffc0007fffc00 --  0    36    10
01 07fffe0000000000 --  1    17    11
02 07fffe0007fffe00 --  0    17    11
02 07fffe0007fffe00 --  0    37    11
01 07ffff0000000000 --  1    18    12
02 07ffff0007ffff00 --  0    18    12
02 07ffff0007ffff00 --  0    38    12
01 07ffff8000000000 --  1    19    13
02 07ffff8007ffff80 --  0    19    13
02 07ffff8007ffff80 --  0    39    13
01 07ffffc000000000 --  1    1a    14
02 07ffffc007ffffc0 --  0    1a    14
02 07ffffc007ffffc0 --  0    3a    14
01 07ffffe000000000 --  1    1b    15
02 07ffffe007ffffe0 --  0    1b    15
02 07ffffe007ffffe0 --  0    3b    15
01 07fffff000000000 --  1    1c    16
02 07fffff007fffff0 --  0    1c    16
02 07fffff007fffff0 --  0    3c    16
01 07fffff800000000 --  1    1d    17
02 07fffff807fffff8 --  0    1d    17
02 07fffff807fffff8 --  0    3d    17
01 07fffffc00000000 --  1    1e    18
02 07fffffc07fffffc --  0    1e    18
02 07fffffc07fffffc --  0    3e    18
01 07fffffe00000000 --  1    1f    19
02 07fffffe07fffffe --  0    1f    19
02 07fffffe07fffffe --  0    3f    19
01 07ffffff00000000 --  1    20    1a
02 07ffffff07ffffff --  0    00    1a
02 07ffffff07ffffff --  0    20    1a
01 07ffffff80000000 --  1    21    1b
01 07ffffffc0000000 --  1    22    1c
01 07ffffffe0000000 --  1    23    1d
01 07fffffff0000000 --  1    24    1e
01 07fffffff8000000 --  1    25    1f
01 07fffffffc000000 --  1    26    20
01 07fffffffe000000 --  1    27    21
01 07ffffffff000000 --  1    28    22
01 07ffffffff800000 --  1    29    23
