Created Pattern  ##     N   immr  imms
fffe7fffffffffff 01 --  1    0f    3d
fffefffefffefffe 04 --  0    0f    2e
fffefffefffefffe 04 --  0    1f    2e
fffefffefffefffe 04 --  0    2f    2e
fffefffefffefffe 04 --  0    3f    2e
fffefffffffeffff 02 --  0    0f    1e
fffefffffffeffff 02 --  0    2f    1e
fffeffffffffffff 01 --  1    0f    3e
ffff000000000000 01 --  1    10    0f
ffff000000000001 01 --  1    10    10
ffff000000000003 01 --  1    10    11
ffff000000000007 01 --  1    10    12
ffff00000000000f 01 --  1    10    13
ffff00000000001f 01 --  1    10    14
ffff00000000003f 01 --  1    10    15
ffff00000000007f 01 --  1    10    16
ffff0000000000ff 01 --  1    10    17
ffff0000000001ff 01 --  1    10    18
ffff0000000003ff 01 --  1    10    19
ffff0000000007ff 01 --  1    10    1a
ffff000000000fff 01 --  1    10    1b
ffff000000001fff 01 --  1    10    1c
ffff000000003fff 01 --  1    10    1d
ffff000000007fff 01 --  1    10    1e
ffff00000000ffff 01 --  1    10    1f
ffff00000001ffff 01 --  1    10    20
ffff00000003ffff 01 --  1    10    21
ffff00000007ffff 01 --  1    10    22
ffff0000000fffff 01 --  1    10    23
ffff0000001fffff 01 --  1    10    24
ffff0000003fffff 01 --  1    10    25
ffff0000007fffff 01 --  1    10    26
ffff000000ffffff 01 --  1    10    27
ffff000001ffffff 01 --  1    10    28
ffff000003ffffff 01 --  1    10    29
ffff000007ffffff 01 --  1    10    2a
ffff00000fffffff 01 --  1    10    2b
ffff00001fffffff 01 --  1    10    2c
ffff00003fffffff 01 --  1    10    2d
ffff00007fffffff 01 --  1    10    2e
ffff0000ffff0000 02 --  0    10    0f
ffff0000ffff0000 02 --  0    30    0f
ffff0000ffffffff 01 --  1    10    2f
ffff0001ffff0001 02 --  0    10    10
ffff0001ffff0001 02 --  0    30    10
ffff0001ffffffff 01 --  1    10    30
ffff0003ffff0003 02 --  0    10    11
ffff0003ffff0003 02 --  0    30    11
ffff0003ffffffff 01 --  1    10    31
ffff0007ffff0007 02 --  0    10    12
ffff0007ffff0007 02 --  0    30    12
ffff0007ffffffff 01 --  1    10    32
ffff000fffff000f 02 --  0    10    13
ffff000fffff000f 02 --  0    30    13
ffff000fffffffff 01 --  1    10    33
ffff001fffff001f 02 --  0    10    14
ffff001fffff001f 02 --  0    30    14
ffff001fffffffff 01 --  1    10    34
ffff003fffff003f 02 --  0    10    15
ffff003fffff003f 02 --  0    30    15
ffff003fffffffff 01 --  1    10    35
ffff007fffff007f 02 --  0    10    16
ffff007fffff007f 02 --  0    30    16
ffff007fffffffff 01 --  1    10    36
ffff00ffffff00ff 02 --  0    10    17
ffff00ffffff00ff 02 --  0    30    17
ffff00ffffffffff 01 --  1    10    37
ffff01ffffff01ff 02 --  0    10    18
ffff01ffffff01ff 02 --  0    30    18
ffff01ffffffffff 01 --  1    10    38
ffff03ffffff03ff 02 --  0    10    19
ffff03ffffff03ff 02 --  0    30    19
ffff03ffffffffff 01 --  1    10    39
ffff07ffffff07ff 02 --  0    10    1a
ffff07ffffff07ff 02 --  0    30    1a
ffff07ffffffffff 01 --  1    10    3a
ffff0fffffff0fff 02 --  0    10    1b
ffff0fffffff0fff 02 --  0    30    1b
ffff0fffffffffff 01 --  1    10    3b
ffff1fffffff1fff 02 --  0    10    1c
ffff1fffffff1fff 02 --  0    30    1c
ffff1fffffffffff 01 --  1    10    3c
ffff3fffffff3fff 02 --  0    10    1d
ffff3fffffff3fff 02 --  0    30    1d
ffff3fffffffffff 01 --  1    10    3d
ffff7fffffff7fff 02 --  0    10    1e
ffff7fffffff7fff 02 --  0    30    1e
ffff7fffffffffff 01 --  1    10    3e
ffff800000000000 01 --  1    11    10
ffff800000000001 01 --  1    11    11
ffff800000000003 01 --  1    11    12
ffff800000000007 01 --  1    11    13
ffff80000000000f 01 --  1    11    14
ffff80000000001f 01 --  1    11    15
ffff80000000003f 01 --  1    11    16
ffff80000000007f 01 --  1    11    17
ffff8000000000ff 01 --  1    11    18
ffff8000000001ff 01 --  1    11    19
ffff8000000003ff 01 --  1    11    1a
ffff8000000007ff 01 --  1    11    1b
ffff800000000fff 01 --  1    11    1c
ffff800000001fff 01 --  1    11    1d
ffff800000003fff 01 --  1    11    1e
ffff800000007fff 01 --  1    11    1f
ffff80000000ffff 01 --  1    11    20
ffff80000001ffff 01 --  1    11    21
ffff80000003ffff 01 --  1    11    22
ffff80000007ffff 01 --  1    11    23
ffff8000000fffff 01 --  1    11    24
ffff8000001fffff 01 --  1    11    25
ffff8000003fffff 01 --  1    11    26
ffff8000007fffff 01 --  1    11    27
ffff800000ffffff 01 --  1    11    28
ffff800001ffffff 01 --  1    11    29
ffff800003ffffff 01 --  1    11    2a
ffff800007ffffff 01 --  1    11    2b
ffff80000fffffff 01 --  1    11    2c
ffff80001fffffff 01 --  1    11    2d
ffff80003fffffff 01 --  1    11    2e
ffff80007fffffff 01 --  1    11    2f
ffff8000ffff8000 02 --  0    11    10
ffff8000ffff8000 02 --  0    31    10
ffff8000ffffffff 01 --  1    11    30
ffff8001ffff8001 02 --  0    11    11
ffff8001ffff8001 02 --  0    31    11
ffff8001ffffffff 01 --  1    11    31
ffff8003ffff8003 02 --  0    11    12
ffff8003ffff8003 02 --  0    31    12
ffff8003ffffffff 01 --  1    11    32
ffff8007ffff8007 02 --  0    11    13
ffff8007ffff8007 02 --  0    31    13
ffff8007ffffffff 01 --  1    11    33
ffff800fffff800f 02 --  0    11    14
ffff800fffff800f 02 --  0    31    14
ffff800fffffffff 01 --  1    11    34
ffff801fffff801f 02 --  0    11    15
ffff801fffff801f 02 --  0    31    15
ffff801fffffffff 01 --  1    11    35
ffff803fffff803f 02 --  0    11    16
ffff803fffff803f 02 --  0    31    16
ffff803fffffffff 01 --  1    11    36
ffff807fffff807f 02 --  0    11    17
ffff807fffff807f 02 --  0    31    17
ffff807fffffffff 01 --  1    11    37
ffff80ffffff80ff 02 --  0    11    18
ffff80ffffff80ff 02 --  0    31    18
ffff80ffffffffff 01 --  1    11    38
ffff81ffffff81ff 02 --  0    11    19
ffff81ffffff81ff 02 --  0    31    19
ffff81ffffffffff 01 --  1    11    39
ffff83ffffff83ff 02 --  0    11    1a
ffff83ffffff83ff 02 --  0    31    1a
ffff83ffffffffff 01 --  1    11    3a
ffff87ffffff87ff 02 --  0    11    1b
ffff87ffffff87ff 02 --  0    31    1b
ffff87ffffffffff 01 --  1    11    3b
ffff8fffffff8fff 02 --  0    11    1c
ffff8fffffff8fff 02 --  0    31    1c
ffff8fffffffffff 01 --  1    11    3c
ffff9fffffff9fff 02 --  0    11    1d
ffff9fffffff9fff 02 --  0    31    1d
ffff9fffffffffff 01 --  1    11    3d
ffffbfffffffbfff 02 --  0    11    1e
ffffbfffffffbfff 02 --  0    31    1e
ffffbfffffffffff 01 --  1    11    3e
ffffc00000000000 01 --  1    12    11
ffffc00000000001 01 --  1    12    12
ffffc00000000003 01 --  1    12    13
ffffc00000000007 01 --  1    12    14
ffffc0000000000f 01 --  1    12    15
ffffc0000000001f 01 --  1    12    16
ffffc0000000003f 01 --  1    12    17
ffffc0000000007f 01 --  1    12    18
ffffc000000000ff 01 --  1    12    19
ffffc000000001ff 01 --  1    12    1a
ffffc000000003ff 01 --  1    12    1b
ffffc000000007ff 01 --  1    12    1c
ffffc00000000fff 01 --  1    12    1d
ffffc00000001fff 01 --  1    12    1e
ffffc00000003fff 01 --  1    12    1f
ffffc00000007fff 01 --  1    12    20
ffffc0000000ffff 01 --  1    12    21
ffffc0000001ffff 01 --  1    12    22
ffffc0000003ffff 01 --  1    12    23
ffffc0000007ffff 01 --  1    12    24
ffffc000000fffff 01 --  1    12    25
ffffc000001fffff 01 --  1    12    26
ffffc000003fffff 01 --  1    12    27
ffffc000007fffff 01 --  1    12    28
ffffc00000ffffff 01 --  1    12    29
ffffc00001ffffff 01 --  1    12    2a
ffffc00003ffffff 01 --  1    12    2b
ffffc00007ffffff 01 --  1    12    2c
ffffc0000fffffff 01 --  1    12    2d
ffffc0001fffffff 01 --  1    12    2e
ffffc0003fffffff 01 --  1    12    2f
ffffc0007fffffff 01 --  1    12    30
ffffc000ffffc000 02 --  0    12    11
ffffc000ffffc000 02 --  0    32    11
ffffc000ffffffff 01 --  1    12    31
ffffc001ffffc001 02 --  0    12    12
ffffc001ffffc001 02 --  0    32    12
ffffc001ffffffff 01 --  1    12    32
ffffc003ffffc003 02 --  0    12    13
ffffc003ffffc003 02 --  0    32    13
ffffc003ffffffff 01 --  1    12    33
ffffc007ffffc007 02 --  0    12    14
ffffc007ffffc007 02 --  0    32    14
ffffc007ffffffff 01 --  1    12    34
ffffc00fffffc00f 02 --  0    12    15
ffffc00fffffc00f 02 --  0    32    15
ffffc00fffffffff 01 --  1    12    35
ffffc01fffffc01f 02 --  0    12    16
ffffc01fffffc01f 02 --  0    32    16
ffffc01fffffffff 01 --  1    12    36
ffffc03fffffc03f 02 --  0    12    17
ffffc03fffffc03f 02 --  0    32    17
ffffc03fffffffff 01 --  1    12    37
ffffc07fffffc07f 02 --  0    12    18
ffffc07fffffc07f 02 --  0    32    18
ffffc07fffffffff 01 --  1    12    38
ffffc0ffffffc0ff 02 --  0    12    19
ffffc0ffffffc0ff 02 --  0    32    19
ffffc0ffffffffff 01 --  1    12    39
ffffc1ffffffc1ff 02 --  0    12    1a
ffffc1ffffffc1ff 02 --  0    32    1a
ffffc1ffffffffff 01 --  1    12    3a
ffffc3ffffffc3ff 02 --  0    12    1b
ffffc3ffffffc3ff 02 --  0    32    1b
ffffc3ffffffffff 01 --  1    12    3b
ffffc7ffffffc7ff 02 --  0    12    1c
ffffc7ffffffc7ff 02 --  0    32    1c
ffffc7ffffffffff 01 --  1    12    3c
ffffcfffffffcfff 02 --  0    12    1d
ffffcfffffffcfff 02 --  0    32    1d
ffffcfffffffffff 01 --  1    12    3d
ffffdfffffffdfff 02 --  0    12    1e
ffffdfffffffdfff 02 --  0    32    1e
ffffdfffffffffff 01 --  1    12    3e
ffffe00000000000 01 --  1    13    12
ffffe00000000001 01 --  1    13    13
ffffe00000000003 01 --  1    13    14
ffffe00000000007 01 --  1    13    15
ffffe0000000000f 01 --  1    13    16
ffffe0000000001f 01 --  1    13    17
ffffe0000000003f 01 --  1    13    18
ffffe0000000007f 01 --  1    13    19
ffffe000000000ff 01 --  1    13    1a
ffffe000000001ff 01 --  1    13    1b
ffffe000000003ff 01 --  1    13    1c
ffffe000000007ff 01 --  1    13    1d
ffffe00000000fff 01 --  1    13    1e
ffffe00000001fff 01 --  1    13    1f
ffffe00000003fff 01 --  1    13    20
ffffe00000007fff 01 --  1    13    21
ffffe0000000ffff 01 --  1    13    22
ffffe0000001ffff 01 --  1    13    23
ffffe0000003ffff 01 --  1    13    24
ffffe0000007ffff 01 --  1    13    25
ffffe000000fffff 01 --  1    13    26
ffffe000001fffff 01 --  1    13    27
ffffe000003fffff 01 --  1    13    28
ffffe000007fffff 01 --  1    13    29
ffffe00000ffffff 01 --  1    13    2a
ffffe00001ffffff 01 --  1    13    2b
ffffe00003ffffff 01 --  1    13    2c
ffffe00007ffffff 01 --  1    13    2d
ffffe0000fffffff 01 --  1    13    2e
ffffe0001fffffff 01 --  1    13    2f
ffffe0003fffffff 01 --  1    13    30
ffffe0007fffffff 01 --  1    13    31
ffffe000ffffe000 02 --  0    13    12
ffffe000ffffe000 02 --  0    33    12
ffffe000ffffffff 01 --  1    13    32
ffffe001ffffe001 02 --  0    13    13
ffffe001ffffe001 02 --  0    33    13
ffffe001ffffffff 01 --  1    13    33
ffffe003ffffe003 02 --  0    13    14
ffffe003ffffe003 02 --  0    33    14
ffffe003ffffffff 01 --  1    13    34
ffffe007ffffe007 02 --  0    13    15
ffffe007ffffe007 02 --  0    33    15
ffffe007ffffffff 01 --  1    13    35
ffffe00fffffe00f 02 --  0    13    16
ffffe00fffffe00f 02 --  0    33    16
ffffe00fffffffff 01 --  1    13    36
ffffe01fffffe01f 02 --  0    13    17
ffffe01fffffe01f 02 --  0    33    17
ffffe01fffffffff 01 --  1    13    37
ffffe03fffffe03f 02 --  0    13    18
ffffe03fffffe03f 02 --  0    33    18
ffffe03fffffffff 01 --  1    13    38
ffffe07fffffe07f 02 --  0    13    19
ffffe07fffffe07f 02 --  0    33    19
ffffe07fffffffff 01 --  1    13    39
ffffe0ffffffe0ff 02 --  0    13    1a
ffffe0ffffffe0ff 02 --  0    33    1a
ffffe0ffffffffff 01 --  1    13    3a
ffffe1ffffffe1ff 02 --  0    13    1b
ffffe1ffffffe1ff 02 --  0    33    1b
ffffe1ffffffffff 01 --  1    13    3b
ffffe3ffffffe3ff 02 --  0    13    1c
ffffe3ffffffe3ff 02 --  0    33    1c
ffffe3ffffffffff 01 --  1    13    3c
ffffe7ffffffe7ff 02 --  0    13    1d
ffffe7ffffffe7ff 02 --  0    33    1d
ffffe7ffffffffff 01 --  1    13    3d
ffffefffffffefff 02 --  0    13    1e
ffffefffffffefff 02 --  0    33    1e
ffffefffffffffff 01 --  1    13    3e
fffff00000000000 01 --  1    14    13
fffff00000000001 01 --  1    14    14
fffff00000000003 01 --  1    14    15
fffff00000000007 01 --  1    14    16
fffff0000000000f 01 --  1    14    17
fffff0000000001f 01 --  1    14    18
fffff0000000003f 01 --  1    14    19
fffff0000000007f 01 --  1    14    1a
fffff000000000ff 01 --  1    14    1b
fffff000000001ff 01 --  1    14    1c
fffff000000003ff 01 --  1    14    1d
fffff000000007ff 01 --  1    14    1e
fffff00000000fff 01 --  1    14    1f
fffff00000001fff 01 --  1    14    20
fffff00000003fff 01 --  1    14    21
fffff00000007fff 01 --  1    14    22
fffff0000000ffff 01 --  1    14    23
fffff0000001ffff 01 --  1    14    24
fffff0000003ffff 01 --  1    14    25
fffff0000007ffff 01 --  1    14    26
fffff000000fffff 01 --  1    14    27
fffff000001fffff 01 --  1    14    28
fffff000003fffff 01 --  1    14    29
fffff000007fffff 01 --  1    14    2a
fffff00000ffffff 01 --  1    14    2b
fffff00001ffffff 01 --  1    14    2c
fffff00003ffffff 01 --  1    14    2d
fffff00007ffffff 01 --  1    14    2e
fffff0000fffffff 01 --  1    14    2f
fffff0001fffffff 01 --  1    14    30
fffff0003fffffff 01 --  1    14    31
fffff0007fffffff 01 --  1    14    32
fffff000fffff000 02 --  0    14    13
fffff000fffff000 02 --  0    34    13
fffff000ffffffff 01 --  1    14    33
fffff001fffff001 02 --  0    14    14
fffff001fffff001 02 --  0    34    14
fffff001ffffffff 01 --  1    14    34
fffff003fffff003 02 --  0    14    15
fffff003fffff003 02 --  0    34    15
fffff003ffffffff 01 --  1    14    35
fffff007fffff007 02 --  0    14    16
fffff007fffff007 02 --  0    34    16
fffff007ffffffff 01 --  1    14    36
fffff00ffffff00f 02 --  0    14    17
fffff00ffffff00f 02 --  0    34    17
fffff00fffffffff 01 --  1    14    37
fffff01ffffff01f 02 --  0    14    18
fffff01ffffff01f 02 --  0    34    18
fffff01fffffffff 01 --  1    14    38
fffff03ffffff03f 02 --  0    14    19
fffff03ffffff03f 02 --  0    34    19
fffff03fffffffff 01 --  1    14    39
fffff07ffffff07f 02 --  0    14    1a
fffff07ffffff07f 02 --  0    34    1a
fffff07fffffffff 01 --  1    14    3a
fffff0fffffff0ff 02 --  0    14    1b
fffff0fffffff0ff 02 --  0    34    1b
fffff0ffffffffff 01 --  1    14    3b
fffff1fffffff1ff 02 --  0    14    1c
fffff1fffffff1ff 02 --  0    34    1c
fffff1ffffffffff 01 --  1    14    3c
fffff3fffffff3ff 02 --  0    14    1d
fffff3fffffff3ff 02 --  0    34    1d
fffff3ffffffffff 01 --  1    14    3d
fffff7fffffff7ff 02 --  0    14    1e
fffff7fffffff7ff 02 --  0    34    1e
fffff7ffffffffff 01 --  1    14    3e
fffff80000000000 01 --  1    15    14
fffff80000000001 01 --  1    15    15
fffff80000000003 01 --  1    15    16
fffff80000000007 01 --  1    15    17
fffff8000000000f 01 --  1    15    18
fffff8000000001f 01 --  1    15    19
fffff8000000003f 01 --  1    15    1a
fffff8000000007f 01 --  1    15    1b
fffff800000000ff 01 --  1    15    1c
fffff800000001ff 01 --  1    15    1d
fffff800000003ff 01 --  1    15    1e
fffff800000007ff 01 --  1    15    1f
fffff80000000fff 01 --  1    15    20
fffff80000001fff 01 --  1    15    21
fffff80000003fff 01 --  1    15    22
fffff80000007fff 01 --  1    15    23
fffff8000000ffff 01 --  1    15    24
fffff8000001ffff 01 --  1    15    25
fffff8000003ffff 01 --  1    15    26
fffff8000007ffff 01 --  1    15    27
fffff800000fffff 01 --  1    15    28
fffff800001fffff 01 --  1    15    29
fffff800003fffff 01 --  1    15    2a
fffff800007fffff 01 --  1    15    2b
fffff80000ffffff 01 --  1    15    2c
fffff80001ffffff 01 --  1    15    2d
fffff80003ffffff 01 --  1    15    2e
fffff80007ffffff 01 --  1    15    2f
fffff8000fffffff 01 --  1    15    30
fffff8001fffffff 01 --  1    15    31
fffff8003fffffff 01 --  1    15    32
fffff8007fffffff 01 --  1    15    33
fffff800fffff800 02 --  0    15    14
fffff800fffff800 02 --  0    35    14
fffff800ffffffff 01 --  1    15    34
fffff801fffff801 02 --  0    15    15
fffff801fffff801 02 --  0    35    15
fffff801ffffffff 01 --  1    15    35
fffff803fffff803 02 --  0    15    16
fffff803fffff803 02 --  0    35    16
fffff803ffffffff 01 --  1    15    36
fffff807fffff807 02 --  0    15    17
fffff807fffff807 02 --  0    35    17
fffff807ffffffff 01 --  1    15    37
fffff80ffffff80f 02 --  0    15    18
fffff80ffffff80f 02 --  0    35    18
fffff80fffffffff 01 --  1    15    38
fffff81ffffff81f 02 --  0    15    19
fffff81ffffff81f 02 --  0    35    19
fffff81fffffffff 01 --  1    15    39
fffff83ffffff83f 02 --  0    15    1a
fffff83ffffff83f 02 --  0    35    1a
fffff83fffffffff 01 --  1    15    3a
fffff87ffffff87f 02 --  0    15    1b
fffff87ffffff87f 02 --  0    35    1b
fffff87fffffffff 01 --  1    15    3b
fffff8fffffff8ff 02 --  0    15    1c
fffff8fffffff8ff 02 --  0    35    1c
fffff8ffffffffff 01 --  1    15    3c
fffff9fffffff9ff 02 --  0    15    1d
fffff9fffffff9ff 02 --  0    35    1d
fffff9ffffffffff 01 --  1    15    3d
fffffbfffffffbff 02 --  0    15    1e
fffffbfffffffbff 02 --  0    35    1e
fffffbffffffffff 01 --  1    15    3e
fffffc0000000000 01 --  1    16    15
fffffc0000000001 01 --  1    16    16
fffffc0000000003 01 --  1    16    17
fffffc0000000007 01 --  1    16    18
fffffc000000000f 01 --  1    16    19
fffffc000000001f 01 --  1    16    1a
fffffc000000003f 01 --  1    16    1b
fffffc000000007f 01 --  1    16    1c
fffffc00000000ff 01 --  1    16    1d
fffffc00000001ff 01 --  1    16    1e
fffffc00000003ff 01 --  1    16    1f
fffffc00000007ff 01 --  1    16    20
fffffc0000000fff 01 --  1    16    21
fffffc0000001fff 01 --  1    16    22
fffffc0000003fff 01 --  1    16    23
fffffc0000007fff 01 --  1    16    24
fffffc000000ffff 01 --  1    16    25
fffffc000001ffff 01 --  1    16    26
fffffc000003ffff 01 --  1    16    27
fffffc000007ffff 01 --  1    16    28
fffffc00000fffff 01 --  1    16    29
fffffc00001fffff 01 --  1    16    2a
fffffc00003fffff 01 --  1    16    2b
fffffc00007fffff 01 --  1    16    2c
fffffc0000ffffff 01 --  1    16    2d
fffffc0001ffffff 01 --  1    16    2e
fffffc0003ffffff 01 --  1    16    2f
fffffc0007ffffff 01 --  1    16    30
fffffc000fffffff 01 --  1    16    31
fffffc001fffffff 01 --  1    16    32
fffffc003fffffff 01 --  1    16    33
fffffc007fffffff 01 --  1    16    34
fffffc00fffffc00 02 --  0    16    15
fffffc00fffffc00 02 --  0    36    15
fffffc00ffffffff 01 --  1    16    35
fffffc01fffffc01 02 --  0    16    16
fffffc01fffffc01 02 --  0    36    16
fffffc01ffffffff 01 --  1    16    36
fffffc03fffffc03 02 --  0    16    17
fffffc03fffffc03 02 --  0    36    17
fffffc03ffffffff 01 --  1    16    37
fffffc07fffffc07 02 --  0    16    18
fffffc07fffffc07 02 --  0    36    18
fffffc07ffffffff 01 --  1    16    38
fffffc0ffffffc0f 02 --  0    16    19
fffffc0ffffffc0f 02 --  0    36    19
fffffc0fffffffff 01 --  1    16    39
fffffc1ffffffc1f 02 --  0    16    1a
fffffc1ffffffc1f 02 --  0    36    1a
fffffc1fffffffff 01 --  1    16    3a
fffffc3ffffffc3f 02 --  0    16    1b
fffffc3ffffffc3f 02 --  0    36    1b
fffffc3fffffffff 01 --  1    16    3b
fffffc7ffffffc7f 02 --  0    16    1c
fffffc7ffffffc7f 02 --  0    36    1c
fffffc7fffffffff 01 --  1    16    3c
fffffcfffffffcff 02 --  0    16    1d
fffffcfffffffcff 02 --  0    36    1d
fffffcffffffffff 01 --  1    16    3d
fffffdfffffffdff 02 --  0    16    1e
fffffdfffffffdff 02 --  0    36    1e
fffffdffffffffff 01 --  1    16    3e
fffffe0000000000 01 --  1    17    16
fffffe0000000001 01 --  1    17    17
fffffe0000000003 01 --  1    17    18
fffffe0000000007 01 --  1    17    19
fffffe000000000f 01 --  1    17    1a
fffffe000000001f 01 --  1    17    1b
fffffe000000003f 01 --  1    17    1c
fffffe000000007f 01 --  1    17    1d
fffffe00000000ff 01 --  1    17    1e
fffffe00000001ff 01 --  1    17    1f
fffffe00000003ff 01 --  1    17    20
fffffe00000007ff 01 --  1    17    21
fffffe0000000fff 01 --  1    17    22
fffffe0000001fff 01 --  1    17    23
fffffe0000003fff 01 --  1    17    24
fffffe0000007fff 01 --  1    17    25
fffffe000000ffff 01 --  1    17    26
fffffe000001ffff 01 --  1    17    27
fffffe000003ffff 01 --  1    17    28
fffffe000007ffff 01 --  1    17    29
fffffe00000fffff 01 --  1    17    2a
fffffe00001fffff 01 --  1    17    2b
fffffe00003fffff 01 --  1    17    2c
fffffe00007fffff 01 --  1    17    2d
fffffe0000ffffff 01 --  1    17    2e
fffffe0001ffffff 01 --  1    17    2f
fffffe0003ffffff 01 --  1    17    30
fffffe0007ffffff 01 --  1    17    31
fffffe000fffffff 01 --  1    17    32
fffffe001fffffff 01 --  1    17    33
fffffe003fffffff 01 --  1    17    34
fffffe007fffffff 01 --  1    17    35
fffffe00fffffe00 02 --  0    17    16
fffffe00fffffe00 02 --  0    37    16
fffffe00ffffffff 01 --  1    17    36
fffffe01fffffe01 02 --  0    17    17
fffffe01fffffe01 02 --  0    37    17
fffffe01ffffffff 01 --  1    17    37
fffffe03fffffe03 02 --  0    17    18
fffffe03fffffe03 02 --  0    37    18
fffffe03ffffffff 01 --  1    17    38
fffffe07fffffe07 02 --  0    17    19
fffffe07fffffe07 02 --  0    37    19
fffffe07ffffffff 01 --  1    17    39
fffffe0ffffffe0f 02 --  0    17    1a
fffffe0ffffffe0f 02 --  0    37    1a
fffffe0fffffffff 01 --  1    17    3a
fffffe1ffffffe1f 02 --  0    17    1b
fffffe1ffffffe1f 02 --  0    37    1b
fffffe1fffffffff 01 --  1    17    3b
fffffe3ffffffe3f 02 --  0    17    1c
fffffe3ffffffe3f 02 --  0    37    1c
fffffe3fffffffff 01 --  1    17    3c
fffffe7ffffffe7f 02 --  0    17    1d
fffffe7ffffffe7f 02 --  0    37    1d
fffffe7fffffffff 01 --  1    17    3d
fffffefffffffeff 02 --  0    17    1e
fffffefffffffeff 02 --  0    37    1e
fffffeffffffffff 01 --  1    17    3e
ffffff0000000000 01 --  1    18    17
ffffff0000000001 01 --  1    18    18
ffffff0000000003 01 --  1    18    19
ffffff0000000007 01 --  1    18    1a
ffffff000000000f 01 --  1    18    1b
ffffff000000001f 01 --  1    18    1c
ffffff000000003f 01 --  1    18    1d
ffffff000000007f 01 --  1    18    1e
ffffff00000000ff 01 --  1    18    1f
ffffff00000001ff 01 --  1    18    20
ffffff00000003ff 01 --  1    18    21
ffffff00000007ff 01 --  1    18    22
ffffff0000000fff 01 --  1    18    23
ffffff0000001fff 01 --  1    18    24
ffffff0000003fff 01 --  1    18    25
ffffff0000007fff 01 --  1    18    26
ffffff000000ffff 01 --  1    18    27
ffffff000001ffff 01 --  1    18    28
ffffff000003ffff 01 --  1    18    29
ffffff000007ffff 01 --  1    18    2a
ffffff00000fffff 01 --  1    18    2b
ffffff00001fffff 01 --  1    18    2c
ffffff00003fffff 01 --  1    18    2d
ffffff00007fffff 01 --  1    18    2e
ffffff0000ffffff 01 --  1    18    2f
ffffff0001ffffff 01 --  1    18    30
ffffff0003ffffff 01 --  1    18    31
ffffff0007ffffff 01 --  1    18    32
ffffff000fffffff 01 --  1    18    33
ffffff001fffffff 01 --  1    18    34
ffffff003fffffff 01 --  1    18    35
ffffff007fffffff 01 --  1    18    36
ffffff00ffffff00 02 --  0    18    17
ffffff00ffffff00 02 --  0    38    17
ffffff00ffffffff 01 --  1    18    37
ffffff01ffffff01 02 --  0    18    18
ffffff01ffffff01 02 --  0    38    18
ffffff01ffffffff 01 --  1    18    38
ffffff03ffffff03 02 --  0    18    19
ffffff03ffffff03 02 --  0    38    19
ffffff03ffffffff 01 --  1    18    39
ffffff07ffffff07 02 --  0    18    1a
ffffff07ffffff07 02 --  0    38    1a
ffffff07ffffffff 01 --  1    18    3a
ffffff0fffffff0f 02 --  0    18    1b
ffffff0fffffff0f 02 --  0    38    1b
ffffff0fffffffff 01 --  1    18    3b
ffffff1fffffff1f 02 --  0    18    1c
ffffff1fffffff1f 02 --  0    38    1c
ffffff1fffffffff 01 --  1    18    3c
ffffff3fffffff3f 02 --  0    18    1d
ffffff3fffffff3f 02 --  0    38    1d
ffffff3fffffffff 01 --  1    18    3d
ffffff7fffffff7f 02 --  0    18    1e
ffffff7fffffff7f 02 --  0    38    1e
ffffff7fffffffff 01 --  1    18    3e
ffffff8000000000 01 --  1    19    18
ffffff8000000001 01 --  1    19    19
ffffff8000000003 01 --  1    19    1a
ffffff8000000007 01 --  1    19    1b
ffffff800000000f 01 --  1    19    1c
ffffff800000001f 01 --  1    19    1d
ffffff800000003f 01 --  1    19    1e
ffffff800000007f 01 --  1    19    1f
ffffff80000000ff 01 --  1    19    20
ffffff80000001ff 01 --  1    19    21
ffffff80000003ff 01 --  1    19    22
ffffff80000007ff 01 --  1    19    23
ffffff8000000fff 01 --  1    19    24
ffffff8000001fff 01 --  1    19    25
ffffff8000003fff 01 --  1    19    26
ffffff8000007fff 01 --  1    19    27
ffffff800000ffff 01 --  1    19    28
ffffff800001ffff 01 --  1    19    29
ffffff800003ffff 01 --  1    19    2a
ffffff800007ffff 01 --  1    19    2b
ffffff80000fffff 01 --  1    19    2c
ffffff80001fffff 01 --  1    19    2d
ffffff80003fffff 01 --  1    19    2e
ffffff80007fffff 01 --  1    19    2f
ffffff8000ffffff 01 --  1    19    30
ffffff8001ffffff 01 --  1    19    31
ffffff8003ffffff 01 --  1    19    32
ffffff8007ffffff 01 --  1    19    33
ffffff800fffffff 01 --  1    19    34
ffffff801fffffff 01 --  1    19    35
ffffff803fffffff 01 --  1    19    36
ffffff807fffffff 01 --  1    19    37
ffffff80ffffff80 02 --  0    19    18
ffffff80ffffff80 02 --  0    39    18
ffffff80ffffffff 01 --  1    19    38
ffffff81ffffff81 02 --  0    19    19
ffffff81ffffff81 02 --  0    39    19
ffffff81ffffffff 01 --  1    19    39
ffffff83ffffff83 02 --  0    19    1a
ffffff83ffffff83 02 --  0    39    1a
ffffff83ffffffff 01 --  1    19    3a
ffffff87ffffff87 02 --  0    19    1b
ffffff87ffffff87 02 --  0    39    1b
ffffff87ffffffff 01 --  1    19    3b
ffffff8fffffff8f 02 --  0    19    1c
ffffff8fffffff8f 02 --  0    39    1c
ffffff8fffffffff 01 --  1    19    3c
